asset_id,tier,category,filename,title,creator,institution,license_or_rights,use_status,production_rule,landing_page,direct_url,license_url,attribution,dimensions,sha256,downloaded_at,recommended_screen,fact_boundary,local_relative_path,web_ready_relative_path
EC014,open_license,early_culture_sequence,EC014_xinle_house_site_no1_display.jpg,沈阳新乐遗址博物馆一号房址,阴阳权政,沈阳新乐遗址博物馆,CC BY-SA 3.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:%E6%B2%88%E9%98%B3%E6%96%B0%E4%B9%90%E9%81%97%E5%9D%80%E5%8D%9A%E7%89%A9%E9%A6%86%E4%B8%80%E5%8F%B7%E6%88%BF%E5%9D%80.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c7/%E6%B2%88%E9%98%B3%E6%96%B0%E4%B9%90%E9%81%97%E5%9D%80%E5%8D%9A%E7%89%A9%E9%A6%86%E4%B8%80%E5%8F%B7%E6%88%BF%E5%9D%80.jpg,https://creativecommons.org/licenses/by-sa/3.0/,"Photo: 阴阳权政 / Wikimedia Commons, CC BY-SA 3.0",2400x1793,b543391affe5ffa5547ae13fa172f3b6835a277ace3d36e71b88d0f4813532ab,2026-07-14T10:22:26.631Z,H04 文化序列：聚落形态区域比较,新石器时代；单一房址层位与年代须以馆方/发掘报告为准；照片记录博物馆中的房址展示状态；不得写成牛河梁房址，也不要把现代保护设施误认为史前建筑构件。,01_open_license/early_culture_sequence/EC014_xinle_house_site_no1_display.jpg,05_web_ready/early_culture_sequence/EC014_xinle_house_site_no1_display.webp
EC015,open_license,early_culture_sequence,EC015_xinle_reconstructed_village.jpg,沈阳新乐村落复原景观,Mjb1981,沈阳新乐遗址相关展示区,CC BY 3.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Xinle%20Civilisation%20Shenyang%20China.JPG,https://upload.wikimedia.org/wikipedia/commons/7/77/Xinle_Civilisation_Shenyang_China.JPG,https://creativecommons.org/licenses/by/3.0/,"Photo: Mjb1981 / Wikimedia Commons, CC BY 3.0",2272x1704,16198069c3046b5524a67ae4c0c2e4f64cf4fa41066ad43ff05391e31b28d9a1,2026-07-14T10:22:28.913Z,H04 文化序列：生活场景复原（辅助图）,现代复原展示；对应文化年代不得从照片本身推定；必须在图注显著标“现代复原/展示景观”，绝不能作为史前建筑原貌照片。,01_open_license/early_culture_sequence/EC015_xinle_reconstructed_village.jpg,05_web_ready/early_culture_sequence/EC015_xinle_reconstructed_village.webp
MX001,open_license,environment_methods_expanded,MX001_experimental_pottery_shaping_decoration.jpg,实验考古：史前陶器成形与纹饰制作,Staff Museo Civico di Modena,Wikimedia Commons（来源机构见文件页）,CC BY-SA 3.0,可用于网站；必须按许可署名；仅作通用方法或当代地域语境,allow_with_manifest_conditions,"https://commons.wikimedia.org/wiki/File:Attivit%C3%A0_sperimentale_di_realizzazione_di_forme_ceramiche_delle_terramare,_decorazione_del_vaso,_Parco_della_Terramara_di_Montale.jpg",https://upload.wikimedia.org/wikipedia/commons/7/7d/Attivit%C3%A0_sperimentale_di_realizzazione_di_forme_ceramiche_delle_terramare%2C_decorazione_del_vaso%2C_Parco_della_Terramara_di_Montale.jpg,https://creativecommons.org/licenses/by-sa/3.0,Staff Museo Civico di Modena / Wikimedia Commons / CC BY-SA 3.0,2580×1726,1f0673260d69dc6f27256d0496a9c3c76faaa157158f49cbe56c1de075a1f17c,2026-07-14T10:26:13.587027+00:00,H06 工艺与交换；制陶步骤,意大利Montale考古公园的实验考古活动，不是红山文化工艺实录；只用于解释通用方法。,01_open_license/environment_methods_expanded/MX001_experimental_pottery_shaping_decoration.jpg,05_web_ready/environment_methods_expanded/MX001_experimental_pottery_shaping_decoration.webp
MX002,open_license,environment_methods_expanded,MX002_charred_food_crust_microscope.jpg,显微镜下的炭化食物残留,MairiKaseorg,Wikimedia Commons（来源机构见文件页）,CC BY 4.0,可用于网站；必须按许可署名；仅作通用方法或当代地域语境,allow_with_manifest_conditions,"https://commons.wikimedia.org/wiki/File:Charred_crust_under_a_microscope._2025._Kaseorg,_M.jpg",https://upload.wikimedia.org/wikipedia/commons/d/da/Charred_crust_under_a_microscope._2025._Kaseorg%2C_M.jpg,https://creativecommons.org/licenses/by/4.0,MairiKaseorg / Wikimedia Commons / CC BY 4.0,2721×2838,a37558e4ba82335d1e275ac23a3069e9955e524a14dc519fb99093d0c5a6d3fb,2026-07-14T10:26:13.788410+00:00,H05 生产生活；来源与方法,通用实验/研究图像，不是牛河梁样品；不得据此宣称牛河梁食谱。,01_open_license/environment_methods_expanded/MX002_charred_food_crust_microscope.jpg,05_web_ready/environment_methods_expanded/MX002_charred_food_crust_microscope.webp
MX003,open_license,environment_methods_expanded,MX003_experimental_tree_felling_stone_axe.jpg,实验考古：使用史前工具伐木,Photographed by User:Bullenwächter,Wikimedia Commons（来源机构见文件页）,CC BY-SA 3.0 de,可用于网站；必须按许可署名；仅作通用方法或当代地域语境,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:ExpArchTreeFelling.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f5/ExpArchTreeFelling.jpg,https://creativecommons.org/licenses/by-sa/3.0/de/deed.en,Photographed by User:Bullenwächter / Wikimedia Commons / CC BY-SA 3.0 de,3648×2736,c18d327bcc79808e479fa1ab1385ea86b035dc26b7565982bb671d44fee07897,2026-07-14T10:26:13.990695+00:00,H05 生产生活；H06 工艺与交换,通用实验考古示意，地点和文化背景均非牛河梁；不可写成红山人现场活动。,01_open_license/environment_methods_expanded/MX003_experimental_tree_felling_stone_axe.jpg,05_web_ready/environment_methods_expanded/MX003_experimental_tree_felling_stone_axe.webp
MX004,open_license,environment_methods_expanded,MX004_experimental_archaeology_pottery_kiln.jpg,实验考古陶窑,"Prof. Dr. Dr. D. Vieweger, Grabungsleiter Tall Zira´a; Leitender Direktor DEI Jerusalem+Amman; Direktor des BAI Wuppertal",Wikimedia Commons（来源机构见文件页）,Public domain,可用于网站；必须按许可署名；仅作通用方法或当代地域语境,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:2006_5._Kampagne_Sommer_Bild_2_Keramikofen.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bd/2006_5._Kampagne_Sommer_Bild_2_Keramikofen.jpg,,"Prof. Dr. Dr. D. Vieweger, Grabungsleiter Tall Zira´a; Leitender Direktor DEI Jerusalem+Amman; Direktor des BAI Wuppertal / Wikimedia Commons / Public domain",500×375,f130f57628893d0b556ed755f9ac3d00203529435f5b2c6814dc3ab2e8ff6fde,2026-07-14T10:26:14.191268+00:00,H06 工艺与交换；制陶步骤,欧洲实验考古陶窑，不是红山文化窑址复原；仅解释烧制的一般过程。,01_open_license/environment_methods_expanded/MX004_experimental_archaeology_pottery_kiln.jpg,05_web_ready/environment_methods_expanded/MX004_experimental_archaeology_pottery_kiln.webp
MX005,open_license,environment_methods_expanded,MX005_archaeological_flotation_device_1977.jpg,考古植物浮选设备（1977）,John Atherton,Wikimedia Commons（来源机构见文件页）,CC BY-SA 2.0,可用于网站；必须按许可署名；仅作通用方法或当代地域语境,allow_with_manifest_conditions,"https://commons.wikimedia.org/wiki/File:Froth_flotation_device_used_in_archaeological_excavations_at_a_prehistoric_American_Indian_site_in_north-Central_Oregon_(USA)_near_the_Hancock_Field_Station,_1977_(2301765127).jpg",https://upload.wikimedia.org/wikipedia/commons/2/28/Froth_flotation_device_used_in_archaeological_excavations_at_a_prehistoric_American_Indian_site_in_north-Central_Oregon_%28USA%29_near_the_Hancock_Field_Station%2C_1977_%282301765127%29.jpg,https://creativecommons.org/licenses/by-sa/2.0,John Atherton / Wikimedia Commons / CC BY-SA 2.0,4085×2613,1490f932329fbd866226a593a41e2080bd00477d3810c5faf2471a8a9626142e,2026-07-14T10:26:14.393183+00:00,H05 生产生活；M03 来源与方法,美国俄勒冈史前遗址工作照片，不是牛河梁现场；仅用于说明浮选方法。,01_open_license/environment_methods_expanded/MX005_archaeological_flotation_device_1977.jpg,05_web_ready/environment_methods_expanded/MX005_archaeological_flotation_device_1977.webp
MX006,open_license,environment_methods_expanded,MX006_archaeological_photogrammetry_fieldwork.jpg,考古摄影测量野外记录,BLM Oregon & Washington,Wikimedia Commons（来源机构见文件页）,Public domain,可用于网站；必须按许可署名；仅作通用方法或当代地域语境,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:B-roll-_Neffra_A_Matthews_at_Fossil_Lake_Site_(38442105480).jpg,https://upload.wikimedia.org/wikipedia/commons/d/df/B-roll-_Neffra_A_Matthews_at_Fossil_Lake_Site_%2838442105480%29.jpg,,BLM Oregon & Washington / Wikimedia Commons / Public domain,1920×1080,6ab949a744a5df9e1a566ca38b7d4de814f6670abf02de3ee57cf4779143c477,2026-07-14T10:26:14.593792+00:00,H10 考古发现史；M03 来源与方法；X01 3D实验台,美国Fossil Lake工作照，不是牛河梁现场；只说明摄影测量记录方法，不提供牛河梁3D数据。,01_open_license/environment_methods_expanded/MX006_archaeological_photogrammetry_fieldwork.jpg,05_web_ready/environment_methods_expanded/MX006_archaeological_photogrammetry_fieldwork.webp
MX007,open_license,environment_methods_expanded,MX007_archaeological_soil_sample_buckets.jpg,考古现场土样分装与编号,ISCA Archaeology,Wikimedia Commons（来源机构见文件页）,CC BY 4.0,可用于网站；必须按许可署名；仅作通用方法或当代地域语境,allow_with_manifest_conditions,"https://commons.wikimedia.org/wiki/File:Archaeologists_filling_soil_sample_buckets_at_a_watching_brief_at_Poughill_Road,_Poughill,_Bude,_Cornwall,_2021-2022.jpg",https://upload.wikimedia.org/wikipedia/commons/8/81/Archaeologists_filling_soil_sample_buckets_at_a_watching_brief_at_Poughill_Road%2C_Poughill%2C_Bude%2C_Cornwall%2C_2021-2022.jpg,https://creativecommons.org/licenses/by/4.0,ISCA Archaeology / Wikimedia Commons / CC BY 4.0,5184×3456,e6eb811f8ccef0744a31a409c44288bf558e9894d1a6a64e42ffeae1ff7510bd,2026-07-14T10:26:14.795946+00:00,H05 生产生活；M03 来源与方法,英国Cornwall考古工作照，不是牛河梁现场；只用于说明取样与样品管理的一般方法。,01_open_license/environment_methods_expanded/MX007_archaeological_soil_sample_buckets.jpg,05_web_ready/environment_methods_expanded/MX007_archaeological_soil_sample_buckets.webp
MX008,open_license,environment_methods_expanded,MX008_archaeological_sieving.jpg,考古发掘中的筛选作业,Gonen sharon,Wikimedia Commons（来源机构见文件页）,CC BY-SA 3.0,可用于网站；必须按许可署名；仅作通用方法或当代地域语境,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:NMO_08_sieving_1.JPG,https://upload.wikimedia.org/wikipedia/commons/2/2c/NMO_08_sieving_1.JPG,https://creativecommons.org/licenses/by-sa/3.0,Gonen sharon / Wikimedia Commons / CC BY-SA 3.0,1181×886,6c6abac344fed56cc4e54b9d54d24022144ca1b1789e0657787c48ae8eb4c523,2026-07-14T10:26:14.997157+00:00,H10 考古发现史；M03 来源与方法,通用考古工作照，地点不是牛河梁；不能写成牛河梁发掘现场。,01_open_license/environment_methods_expanded/MX008_archaeological_sieving.jpg,05_web_ready/environment_methods_expanded/MX008_archaeological_sieving.webp
AX034,open_license,artifacts_sites_expanded,NA001_slam_hongshan_silkworm_pendant.jpg,红山文化蚕形玉佩（圣路易斯艺术博物馆）,Saint Louis Art Museum,Saint Louis Art Museum,Public Domain,可用于网站；馆方对象页标示Public Domain；建议保留机构与对象号,allow_with_manifest_conditions,https://www.slam.org/collection/objects/5895/,https://www.slam.org/wp-content/uploads/piction/image-cache/258309.jpg,https://www.slam.org/public-domain-and-open-access/,"Saint Louis Art Museum, Pendant in the Form of a Silkworm (73:1968.1), Public Domain",1175×1600,94748d3a6703f3549ae7e623bcbbc82a816b78b6325e1ffc0be1b6ab0559137c,2026-07-15T16:30:00+08:00,H07 玉与秩序；开放图鉴；跨馆比较,红山文化馆藏比较标本；馆方未给出考古出土地或牛河梁地点，不得写作牛河梁出土。,01_open_license/artifacts_sites_expanded/NA001_slam_hongshan_silkworm_pendant.jpg,05_web_ready/artifacts_sites_expanded/AX034_silkworm_pendant_slam.webp
AX035,open_license,artifacts_sites_expanded,NA002_aic_hongshan_squarish_bi_view01.jpg,红山文化圆角方形玉璧（芝加哥艺术博物馆·正面）,The Art Institute of Chicago,The Art Institute of Chicago,CC0 Public Domain Designation,可用于网站；馆方对象页明确标记CC0；建议保留机构与对象号,allow_with_manifest_conditions,https://www.artic.edu/artworks/70606/squarish-disk-with-rounded-corners,"https://www.artic.edu/iiif/2/23faba01-12dc-6fd2-f751-6c28b1eef5b3/full/3000,/0/default.jpg",https://creativecommons.org/publicdomain/zero/1.0/,"China. Squarish Disk with Rounded Corners, c. 3000 B.C. The Art Institute of Chicago, CC0.",3000×2250,79bae958a8793225dc7986ea5fe9abc0d92a219b0543a061ffa51ff71ab61032,2026-07-15T16:30:00+08:00,H07 玉与秩序；开放图鉴；器物双面比较,同一件圆角方形玉璧的正面；红山文化馆藏比较标本，馆方未给出牛河梁出土地点。,01_open_license/artifacts_sites_expanded/NA002_aic_hongshan_squarish_bi_view01.jpg,05_web_ready/artifacts_sites_expanded/AX035_squarish_bi_aic_front.webp
AX036,open_license,artifacts_sites_expanded,NA003_aic_hongshan_squarish_bi_view02.jpg,红山文化圆角方形玉璧（芝加哥艺术博物馆·背面）,The Art Institute of Chicago,The Art Institute of Chicago,CC0 Public Domain Designation,可用于网站；馆方对象页明确标记CC0；建议保留机构与对象号,allow_with_manifest_conditions,https://www.artic.edu/artworks/70606/squarish-disk-with-rounded-corners,"https://www.artic.edu/iiif/2/02343c52-688a-a3e6-5460-0d35e65a4057/full/3000,/0/default.jpg",https://creativecommons.org/publicdomain/zero/1.0/,"China. Squarish Disk with Rounded Corners, c. 3000 B.C. The Art Institute of Chicago, CC0.",3000×2250,a99e3dc796a2021dc439e90152c6eb0767d8850bc23f68b2fe3d655779be7a2d,2026-07-15T16:30:00+08:00,H07 玉与秩序；开放图鉴；器物双面比较,同一件圆角方形玉璧的背面；红山文化馆藏比较标本，不能另计为第二件文物，馆方未给出牛河梁出土地点。,01_open_license/artifacts_sites_expanded/NA003_aic_hongshan_squarish_bi_view02.jpg,05_web_ready/artifacts_sites_expanded/AX036_squarish_bi_aic_back.webp
